"idetudiant";"nom";"prenom";"civilite";"date_naissance";"lieu_naissance";"dept_naissance";"nationalite";"email";"emailperso";"domicile";"codepostaldomicile";"villedomicile";"paysdomicile";"telephone";"telephonemobile";"typeadresse";"boursier";"idadmission";"anneeadmission";"bac";specialite;"annee_bac";"math";"physique";"anglais";"francais";codelycee;"nomlycee";"villelycee";"codepostallycee"
581;Mahe;Nicolas;M;2001-04-05;Montpellier;Hérault;France;nicolas.mahe@etu.umontpellier.fr;nicolas.mahe@gmail.com;"1 Lot le Moulin de Monsieur Charles";"34800";Canet;France;"06.14.61.02.62";"06.45.04.07.56";domicile;false;544;2019;S;SCIENCES DE LA VIE ET DE LA TERRE;;12.0;12.0;17.0;10.0;;;Montpellier;
164;Dupond;Grégory;M;1998-06-05;Montpellier;Hérault;France;grégory.dupond@etu.umontpellier.fr;grégory.dupond@gmail.com;"20 Chemin des Tines";"34700";Lodève;France;"06.24.79.06.75";"06.19.95.65.65";domicile;false;98;2016;S;SVT/MATHS;2016;12.02;11.34;;;"0340871M";Lycée La Trinite;Béziers;"34"
166;Grand;Alexis;M;1998-10-16;Montpellier;Hérault;France;alexis.grand@etu.umontpellier.fr;alexis.grand@gmail.com;"29 Avenue de la Gare";"34230";Saint-Pargoire;France;"06.31.75.66.88";"06.67.26.28.46";domicile;true;99;2016;S;SI/ISN;2016;7.54;11.84;;;"0342090M";Lycée Victor Hugo;Lunel;"34"
165;Granier;Malo;M;1998-06-22;Montpellier;Hérault;France;malo.granier@etu.umontpellier.fr;malo.granier@gmail.com;"143 Rue Émile Julien";"34000";Montpellier;France;"06.27.74.85.71";"06.81.90.22.58";domicile;false;81;2016;STI2D;SIN;2016;;;;;"0300026R";Lycée Dhuoda;Nîmes;"30"
168;Lelong;Mathis;M;1998-08-30;Montpellier;Hérault;France;mathis.lelong@etu.umontpellier.fr;mathis.lelong@gmail.com;"1BIS Allée Gustave Eiffel";"34770";Gigean;France;"06.57.26.54.34";"06.33.73.06.91";domicile;false;101;2016;STI2D;SIN;2016;;;;;"0912117G";Lycée Notre Dame de Sion;Evry;"91"
170;Vasseur;Adrian;M;1998-06-11;Montpellier;Hérault;France;adrian.vasseur@etu.umontpellier.fr;adrian.vasseur@gmail.com;"915 Chemin du Moulin";"34460";Cessenon-sur-Orb;France;"06.82.57.39.96";"06.48.53.11.91";domicile;false;103;2016;S;SI/ISN;2016;11.0;12.57;;;"0340042L";Lycée Jean Mermoz;Montpellier;"34"
171;Perret;Julien;M;1998-03-09;Montpellier;Hérault;France;julien.perret@etu.umontpellier.fr;julien.perret@gmail.com;"32 Rue Jean-Pierre Chabrol";"34740";Vendargues;France;"06.67.55.22.47";"06.54.27.25.71";domicile;false;105;2016;S;SVT/MATHS;2016;10.9;14.21;;;"0340038G";Lycée Joffre;Montpellier;"34"
222;Blondeau;Robin;M;1997-03-28;Montpellier;Hérault;France;robin.blondeau@etu.umontpellier.fr;robin.blondeau@gmail.com;"584 Rue Fernand Arvieu";"34500";Béziers;France;"06.40.51.02.86";"06.92.05.72.93";domicile;false;156;2016;S;;2015;10.8667;13.05;;;"0631021T";I.U.T. de Clermont-Ferrand;Aubière;"63"
172;Vidal;Timothée;M;1997-05-23;Montpellier;Hérault;France;timothée.vidal@etu.umontpellier.fr;timothée.vidal@gmail.com;"6 Rue de l'Amellau";"34725";Saint-André-de-Sangonis;France;"06.71.24.94.89";"06.13.70.36.33";domicile;false;106;2016;S;;2015;11.7667;13.21;;;"0110022P";Lycée Lacroix;;"11"
10;Pages;Maïwenn;F;1998-03-07;Montpellier;Hérault;France;maïwenn.pages@etu.umontpellier.fr;maïwenn.pages@gmail.com;"9 Rue de Fontmagne";"34670";Saint-Brès;France;"06.87.10.27.16";"06.58.10.70.43";domicile;true;176;2016;S;SI/ISN;2016;11.0;11.44;;;"0340042L";Lycée Jean Mermoz;Montpellier;"34"
173;Legros;Élouan;M;1997-02-16;Montpellier;Hérault;France;élouan.legros@etu.umontpellier.fr;élouan.legros@gmail.com;"13 Chemin de Recouly";"34110";Mireval;France;"06.70.20.98.77";"06.19.91.84.89";domicile;false;109;2016;S;SVT/MATHS;2016;15.15;10.6;;;"0450062Y";Lycée Duhamel du Monceau;Pithiviers;"45"
174;Renaud;Tom;M;1998-06-02;Montpellier;Hérault;France;tom.renaud@etu.umontpellier.fr;tom.renaud@gmail.com;"277 Rue du Bousquet";"34230";Paulhan;France;"06.27.65.67.78";"06.88.60.13.69";domicile;false;130;2016;S;SVT/ISN;2016;9.215;16.02;;;"9741255W";Lycée Catholique St Charles;Saint-Pierre;"974"
175;Texier;Fabrice;M;1997-09-10;Montpellier;Hérault;France;fabrice.texier@etu.umontpellier.fr;fabrice.texier@gmail.com;"34 Rue Henri Dunant";"34170";Castelnau-le-Lez;France;"06.95.36.02.48";"06.14.45.78.99";domicile;true;110;2016;S;;2015;12.06;13.57;;;"0342321N";Université de Montpellier;Montpellier;"34"
223;Legrand;Yohan;M;1998-10-14;Montpellier;Hérault;France;yohan.legrand@etu.umontpellier.fr;yohan.legrand@gmail.com;"22 Rue du Causse";"34600";Bédarieux;France;"06.13.63.89.60";"06.80.30.97.62";domicile;false;80;2016;S;SI/MATHS;2016;12.25;15.23;;;"0660014G";Lycée Pablo Picasso;Perpignan;"66"
176;Sabatier;Léonard;M;1998-03-13;Montpellier;Hérault;France;léonard.sabatier@etu.umontpellier.fr;léonard.sabatier@gmail.com;"16 Grand Rue";"34570";Montarnaud;France;"06.48.88.27.15";"06.66.61.57.78";domicile;true;111;2016;S;SVT/ISN;2016;14.9;13.21;;;"0340005W";Lycée Ferdinand Fabre;Bédarieux;"34"
6;Jamet;Maéva;F;1998-09-13;Montpellier;Hérault;France;maéva.jamet@etu.umontpellier.fr;maéva.jamet@gmail.com;"4 Impasse des Lavoirs";"34360";Prades-sur-Vernazobre;France;"06.37.75.02.84";"06.23.61.39.49";domicile;false;112;2016;S;SVT/ISN;2016;13.125;17.39;;;"0341921D";Lycée Georges Pompidou;Castelnau-le-Lez;"34"
182;Jean;Florian;M;1998-09-19;Montpellier;Hérault;France;florian.jean@etu.umontpellier.fr;florian.jean@gmail.com;"20 Impasse Avicenne";"34090";Montpellier;France;"06.80.54.51.09";"06.77.26.22.58";domicile;false;79;2016;S;SI/ISN;2016;13.75;11.65;;;"0300026R";Lycée Dhuoda;Nîmes;"30"
224;Ribeiro;Samuel;M;1997-04-19;Montpellier;Hérault;France;samuel.ribeiro@etu.umontpellier.fr;samuel.ribeiro@gmail.com;"13 Rue des Huguenots";"34660";Cournonterral;France;"06.72.26.81.17";"06.56.74.06.82";domicile;true;115;2016;S;;2015;9.73333;11.52;;;"0340838B";I.U.T de Montpellier;Montpellier;"34"
178;Fernandez;Nolan;M;1998-06-15;Montpellier;Hérault;France;nolan.fernandez@etu.umontpellier.fr;nolan.fernandez@gmail.com;"22 Rue de Lorraine";"34500";Béziers;France;"06.78.05.88.04";"06.90.58.83.27";domicile;false;116;2016;S;SVT/ISN;2016;14.16;17.78;;;"0342066L";Lycée Jean Jaurès;Saint-Clément-de-Rivière;"34"
179;Lemaire;Noah;M;1998-06-12;Montpellier;Hérault;France;noah.lemaire@etu.umontpellier.fr;noah.lemaire@gmail.com;"183 Rue Sainte-Geneviève";"34080";Montpellier;France;"06.10.10.26.26";"06.67.94.82.10";domicile;false;117;2016;S;;2015;11.7;13.31;;;"0342321N";Université de Montpellier;Montpellier;"34"
8;Cousin;Julie;F;1998-09-21;Montpellier;Hérault;France;julie.cousin@etu.umontpellier.fr;julie.cousin@gmail.com;"50 Rue Vieille";"34160";Saint-Geniès-des-Mourgues;France;"06.16.89.45.98";"06.79.87.56.65";domicile;false;139;2016;S;SVT/MATHS;2016;15.145;13.65;;;"0301778V";Lycée Jacques Prévert;Saint-Christol-lès-Alès;"30"
181;Lecomte;Malo;M;1998-07-25;Montpellier;Hérault;France;malo.lecomte@etu.umontpellier.fr;malo.lecomte@gmail.com;"3 Rue du Pourtalet";"34120";Pézenas;France;"06.71.99.03.62";"06.09.88.17.49";domicile;false;140;2016;S;SVT/ISN;2016;11.1;12.55;;;"0342066L";Lycée Jean Jaurès;Saint-Clément-de-Rivière;"34"
225;Jolivet;Mael;M;1998-07-18;Montpellier;Hérault;France;mael.jolivet@etu.umontpellier.fr;mael.jolivet@gmail.com;"15 Rue Antoine de Saint Exupery";"34500";Béziers;France;"06.32.69.44.50";"06.13.08.56.16";domicile;false;141;2016;S;SVT/MATHS;2016;14.0;11.6;;;"0340042L";Lycée Jean Mermoz;Montpellier;"34"
9;Fabre;Éléna;F;1998-05-13;Montpellier;Hérault;France;éléna.fabre@etu.umontpellier.fr;éléna.fabre@gmail.com;"2 Rue Brise Bise";"34110";Vic-la-Gardiole;France;"06.72.64.93.13";"06.35.89.43.68";domicile;true;157;2016;S;SVT/ISN;2016;12.0;17.05;;;"0660856X";Lycée Rosa Luxemburg;Canet-en-Roussillon;"66"
258;Jolivet;Corentin;M;1998-03-19;Montpellier;Hérault;France;corentin.jolivet@etu.umontpellier.fr;corentin.jolivet@gmail.com;"27 Rue du Cabaretou";"34500";Béziers;France;"06.55.83.29.71";"06.26.04.29.49";domicile;false;118;2016;STMG;SIG;2016;;;;;"0340042L";Lycée Jean Mermoz;Montpellier;"34"
205;Bazin;Quentin;M;1997-05-08;Montpellier;Hérault;France;quentin.bazin@etu.umontpellier.fr;quentin.bazin@gmail.com;"49 Avenue de Lodève";"34070";Montpellier;France;"06.93.25.79.92";"06.73.49.62.42";domicile;false;160;2016;STI2D;SIN;2015;;13.7;;;"0672615D";Lycée Louis Marchal;Molsheim;"67"
16;Barbier;Maïlé;F;1998-05-02;Montpellier;Hérault;France;maïlé.barbier@etu.umontpellier.fr;maïlé.barbier@gmail.com;"12 Rue de La Marne";"34370";Cazouls-lès-Béziers;France;"06.97.46.12.80";"06.48.13.74.74";domicile;false;163;2016;S;SVT/PC;2016;12.55;;;;"3330036E";Lycée Peter Pan;Tananarive;"99"
184;Geoffroy;Mattéo;M;1995-04-10;Montpellier;Hérault;France;mattéo.geoffroy@etu.umontpellier.fr;mattéo.geoffroy@gmail.com;"5 Rue Émile Zola";"34490";Thézan-lès-Béziers;France;"06.79.85.68.70";"06.33.10.58.74";domicile;false;132;2016;STI2D;;2013;;;;;"0342321N";Université de Montpellier;Montpellier;"34"
206;Normand;Hugo;M;1998-09-29;Montpellier;Hérault;France;hugo.normand@etu.umontpellier.fr;hugo.normand@gmail.com;"55 Route de Mende";"34730";Prades-le-Lez;France;"06.09.69.08.67";"06.08.49.38.04";domicile;false;142;2016;S;SI/ISN;2016;12.25;13.36;;;"0340042L";Lycée Jean Mermoz;Montpellier;"34"
185;Hubert;Victor;M;1998-12-30;Montpellier;Hérault;France;victor.hubert@etu.umontpellier.fr;victor.hubert@gmail.com;"115 Chemin du Boucher";"34270";Saint-Mathieu-de-Tréviers;France;"06.29.73.02.14";"06.10.19.98.18";domicile;false;144;2016;S;SVT/ISN;2016;14.36;13.57;;;"0341921D";Lycée Georges Pompidou;Castelnau-le-Lez;"34"
186;David;Maxence;M;1996-12-04;Montpellier;Hérault;France;maxence.david@etu.umontpellier.fr;maxence.david@gmail.com;"25 Avenue Paul Doumer";"34480";Pouzolles;France;"06.51.80.55.55";"06.60.63.79.62";domicile;false;145;2016;S;;2014;13.3333;14.65;;;"0340042L";Lycée Jean Mermoz;Montpellier;"34"
208;Pasquier;Guillaume;M;1997-03-08;Montpellier;Hérault;France;guillaume.pasquier@etu.umontpellier.fr;guillaume.pasquier@gmail.com;"8 Rue de l'Aramon";"34800";Clermont-l'Hérault;France;"06.93.01.63.99";"06.15.45.33.99";domicile;false;146;2016;STI2D;SIN;2015;;12.6;;;"0340042L";Lycée Jean Mermoz;Montpellier;"34"
187;Boucher;Kyllian;M;1998-01-05;Montpellier;Hérault;France;kyllian.boucher@etu.umontpellier.fr;kyllian.boucher@gmail.com;"13 Rue de la Valfère";"34000";Montpellier;France;"06.65.87.20.98";"06.88.15.86.07";domicile;false;147;2016;STI2D;SIN;2016;;;;;"0840015K";Lycée Jean Henri Fabre;Carpentras;"84"
189;Masson;Marwane;M;1998-06-27;Montpellier;Hérault;France;marwane.masson@etu.umontpellier.fr;marwane.masson@gmail.com;"332 Avenue de l'Agau";"34970";Lattes;France;"06.24.70.29.32";"06.74.14.67.45";domicile;false;149;2016;S;SVT/ISN;2016;12.27;12.81;;;"0340991T";Lycée Nevers;Montpellier;"34"
177;Chauveau;Simon;M;1999-06-28;Montpellier;Hérault;France;simon.chauveau@etu.umontpellier.fr;simon.chauveau@gmail.com;"100 Allée Marcel Maury";"34500";Béziers;France;"06.22.51.07.37";"06.70.58.34.47";domicile;false;100;2016;S;SVT/ISN;2016;13.655;13.81;;;"0341921D";Lycée Georges Pompidou;Castelnau-le-Lez;"34"
180;Mary;Ethan;M;1998-06-12;Montpellier;Hérault;France;ethan.mary@etu.umontpellier.fr;ethan.mary@gmail.com;"3 Rue Roch Bosco";"34200";Sète;France;"06.61.90.58.75";"06.70.78.47.58";domicile;false;131;2016;S;SVT/ISN;2016;8.7;11.78;;;"0840074Z";Lycée IMMACULEE CONCEPTION;Carpentras;"84"
183;Joubert;Thibault;M;1998-07-18;Montpellier;Hérault;France;thibault.joubert@etu.umontpellier.fr;thibault.joubert@gmail.com;"8 Chemin du Pont Levis";"34200";Sète;France;"06.14.97.39.21";"06.31.52.81.82";domicile;true;159;2016;STI2D;SIN;2016;;;;;"0300026R";Lycée Dhuoda;Nîmes;"30"
17;Gonzalez;Capucine;F;1997-05-23;Montpellier;Hérault;France;capucine.gonzalez@etu.umontpellier.fr;capucine.gonzalez@gmail.com;"920 Route de Colombiers";"34370";Maureilhan;France;"06.61.42.62.07";"06.83.65.62.45";domicile;false;135;2016;ES;;2016;;;;;;Institut Régional de Formations Sanitaires et Sociales de la Croix Rouge;Toulouse;"31"
76;Girault;Corentin;M;1998-01-09;Montpellier;Hérault;France;corentin.girault@etu.umontpellier.fr;corentin.girault@gmail.com;"11 Grande Rue Haute";"34200";Sète;France;"06.90.08.33.82";"06.85.52.80.50";domicile;true;6;2016;S;SVT/ISN;2016;15.25;14.52;;;"0340059E";Lycée Jean Moulin;Pézenas;"34"
13;Maurin;Rosalie;F;1996-09-20;Montpellier;Hérault;France;rosalie.maurin@etu.umontpellier.fr;rosalie.maurin@gmail.com;"306 Mas de Carriere";"34590";Marsillargues;France;"06.95.97.73.96";"06.98.73.03.35";domicile;false;124;2016;;;2013;;;;;;;;
102;Bodin;Rémi;M;1998-09-16;Montpellier;Hérault;France;rémi.bodin@etu.umontpellier.fr;rémi.bodin@gmail.com;"9 Rue du Stade";"34160";Beaulieu;France;"06.63.13.72.49";"06.41.46.71.20";domicile;false;26;2016;S;;2015;;;;;;;;"30"
137;Marion;Alexandre;M;1998-10-22;Montpellier;Hérault;France;alexandre.marion@etu.umontpellier.fr;alexandre.marion@gmail.com;"3 Rue des Vosges";"34500";Béziers;France;"06.42.16.83.66";"06.09.66.23.32";domicile;false;125;2016;S;SVT/MATHS;2016;11.65;12.02;;;"0301778V";Lycée Jacques Prévert;Saint-Christol-lès-Alès;"30"
192;Gay;Bastien;M;1998-05-07;Montpellier;Hérault;France;bastien.gay@etu.umontpellier.fr;bastien.gay@gmail.com;"13 Rue du Coustou";"34220";Saint-Pons-de-Thomières;France;"06.68.23.47.45";"06.42.89.46.16";domicile;false;8;2016;STAV;;2015;12.4767;14.02;;;"0300930Y";I.U.T de Nîmes;Nîmes;"30"
110;Benard;Maxime;M;1998-09-25;Montpellier;Hérault;France;maxime.benard@etu.umontpellier.fr;maxime.benard@gmail.com;"4 Rue Pons";"34150";Gignac;France;"06.69.76.70.86";"06.97.42.99.26";domicile;false;10;2016;S;SI/ISN;2016;11.37;13.28;;;"0110023R";Lycée polyvalent Louise Michel;Narbonne;"11"
115;Nicolas;Esteban;M;1998-03-11;Montpellier;Hérault;France;esteban.nicolas@etu.umontpellier.fr;esteban.nicolas@gmail.com;"6 Rue Antonio Vivaldi";"34725";Saint-André-de-Sangonis;France;"06.37.70.29.98";"06.24.82.06.32";domicile;false;37;2016;STI2D;SIN;2016;;;;;"0710012C";Lycée Nicéphore Niepce;Chalon-sur-Saône;"71"
120;Gosselin;Marwane;M;1998-10-29;Montpellier;Hérault;France;marwane.gosselin@etu.umontpellier.fr;marwane.gosselin@gmail.com;"741 Route du Perthus";"34700";Lodève;France;"06.24.77.63.14";"06.04.21.58.49";domicile;false;41;2016;S;SVT/ISN;2016;14.0;14.52;;;"0831242Z";Lycée du Golfe de Saint Tropez;Gassin;"83"
124;Gosselin;Rémi;M;1998-01-03;Montpellier;Hérault;France;rémi.gosselin@etu.umontpellier.fr;rémi.gosselin@gmail.com;"3 Route d'Agel";"34210";Aigues-Vives;France;"06.65.39.15.32";"06.09.90.26.45";domicile;false;46;2016;S;SI/ISN;2016;11.16;13.55;;;"0660059F";Lycée Notre-Dame De Bon Secours;Perpignan;"66"
211;Bourdin;Lilian;M;1997-06-19;Montpellier;Hérault;France;lilian.bourdin@etu.umontpellier.fr;lilian.bourdin@gmail.com;"14 Rue Simone Signoret";"34490";Lignan-sur-Orb;France;"06.19.58.59.87";"06.21.80.33.05";domicile;false;48;2016;STI2D;SIN;2015;;12.1;;;"0342090M";Lycée Victor Hugo;Lunel;"34"
129;Chapuis;Valentin;M;1997-05-08;Montpellier;Hérault;France;valentin.chapuis@etu.umontpellier.fr;valentin.chapuis@gmail.com;"5 Avenue de Toulouse";"34070";Montpellier;France;"06.28.14.21.54";"06.62.44.85.85";domicile;true;50;2016;STI2D;SIN;2016;;;;;"0260072M";Lycée Saint-Louis;Crest;"26"
132;Favre;Davy;M;1998-07-21;Montpellier;Hérault;France;davy.favre@etu.umontpellier.fr;davy.favre@gmail.com;"136 Rue du Collège";"34560";Poussan;France;"06.43.33.01.72";"06.12.12.65.49";domicile;false;129;2016;S;SVT/ISN;2016;;12.52;;;"0341921D";Lycée Georges Pompidou;Castelnau-le-Lez;"34"
216;Girault;Nolan;M;1998-12-30;Montpellier;Hérault;France;nolan.girault@etu.umontpellier.fr;nolan.girault@gmail.com;"1 Impasse des Indochinois";"34300";Agde;France;"06.43.81.17.39";"06.14.15.35.68";domicile;false;120;2016;S;SVT/ISN;2016;13.815;12.05;;;"0341921D";Lycée Georges Pompidou;Castelnau-le-Lez;"34"
140;Dubreuil;Victor;M;1996-12-23;Montpellier;Hérault;France;victor.dubreuil@etu.umontpellier.fr;victor.dubreuil@gmail.com;"8 Rue de la Ville";"34300";Agde;France;"06.12.29.48.52";"06.72.80.77.49";domicile;false;83;2016;STI2D;;2015;;;;;"0690192J";INSA Lyon;Villeurbanne;"69"
198;Maurel;Esteban;M;1998-02-06;Montpellier;Hérault;France;esteban.maurel@etu.umontpellier.fr;esteban.maurel@gmail.com;"33 Rue Romain Rolland";"34120";Pézenas;France;"06.65.89.52.69";"06.64.12.73.27";domicile;true;75;2016;S;SI/MATHS;2016;16.645;12.57;;;"0300002P";Lycée Jean-Baptiste Dumas;Alès;"30"
219;Magnier;Enzo;M;1997-09-04;Montpellier;Hérault;France;enzo.magnier@etu.umontpellier.fr;enzo.magnier@gmail.com;"50 Avenue de Villespassans";"34360";Saint-Chinian;France;"06.79.16.45.31";"06.03.69.24.17";domicile;false;90;2016;S;SVT/ISN;2016;13.15;12.65;;;"0340991T";Lycée Nevers;Montpellier;"34"
163;Chevallier;Cédric;M;1997-11-02;Montpellier;Hérault;France;cédric.chevallier@etu.umontpellier.fr;cédric.chevallier@gmail.com;"131 Chemin des Poules d'Eau";"34200";Sète;France;"06.94.11.63.83";"06.57.04.54.80";domicile;false;96;2016;S;SVT/PC;2016;11.35;12.47;;;"0660809W";Lycée Aristide Maillol;Perpignan;"66"
4;Picard;Salomé;F;1998-04-02;Montpellier;Hérault;France;salomé.picard@etu.umontpellier.fr;salomé.picard@gmail.com;"45 Rue du Pioch";"34430";Saint-Jean-de-Védas;France;"06.83.58.24.24";"06.94.09.54.86";domicile;true;77;2016;S;SI/ISN;2016;9.25;11.36;;;"0340042L";Lycée Jean Mermoz;Montpellier;"34"
460;Lambert;Victor;M;;Montpellier;Hérault;France;victor.lambert@etu.umontpellier.fr;victor.lambert@gmail.com;"37 Avenue de Montpellier";"34520";Le Caylar;France;"06.48.57.75.52";"06.12.94.78.84";domicile;false;412;2018;;;;;;;;;;;
196;Forestier;Rémi;M;1998-07-06;Montpellier;Hérault;France;rémi.forestier@etu.umontpellier.fr;rémi.forestier@gmail.com;"20 Rue des Cerisiers";"34725";Saint-André-de-Sangonis;France;"06.84.77.86.37";"06.88.94.16.05";domicile;false;104;2016;S;SVT/ISN;2016;12.515;17.1;;;"0341921D";Lycée Georges Pompidou;Castelnau-le-Lez;"34"
5;Potier;Léane;F;1998-08-07;Montpellier;Hérault;France;léane.potier@etu.umontpellier.fr;léane.potier@gmail.com;"2 Avenue Ingarrigues";"34490";Lignan-sur-Orb;France;"06.07.10.93.83";"06.85.81.72.71";domicile;false;108;2016;S;SVT/ISN;2016;14.105;14.71;;;"0132495S";Lycée Arthur Rimbaud;Istres;"13"
7;Benard;Yasmine;F;1998-07-08;Montpellier;Hérault;France;yasmine.benard@etu.umontpellier.fr;yasmine.benard@gmail.com;"40 Rue Pablo Casals";"34500";Béziers;France;"06.00.29.17.88";"06.75.16.72.56";domicile;false;113;2016;S;SVT/MATHS;2016;10.65;13.68;;;"0340038G";Lycée Joffre;Montpellier;"34"
226;Daniel;Roméo;M;1998-12-29;Montpellier;Hérault;France;roméo.daniel@etu.umontpellier.fr;roméo.daniel@gmail.com;"3 Boulevard de Mourcayrol";"34240";Lamalou-les-Bains;France;"06.88.94.16.05";"06.49.36.93.07";domicile;true;143;2016;S;SVT/MATHS;2016;13.35;11.07;;;"0301552Z";Lycée Philippe Lamour;Nîmes;"30"
227;Dubois;Tom;M;1997-03-31;Montpellier;Hérault;France;tom.dubois@etu.umontpellier.fr;tom.dubois@gmail.com;"2 Rue de Corneilhan";"34500";Béziers;France;"06.71.42.02.99";"06.49.62.84.75";domicile;false;148;2016;STI2D;;2016;;;;;"0340076Y";Lycée Irene et Frederic Joliot Curie;Sète;"34"
190;Leblond;Maxime;M;1998-04-21;Montpellier;Hérault;France;maxime.leblond@etu.umontpellier.fr;maxime.leblond@gmail.com;"19A Chemin des Conniols";"34230";Plaissan;France;"06.55.55.83.45";"06.22.83.67.59";domicile;false;161;2016;S;SVT/MATHS;2016;13.39;13.52;;;"0340040J";Lycée Jules Guesde;Montpellier;"34"
188;Denis;Mathéo;M;1998-12-12;Montpellier;Hérault;France;mathéo.denis@etu.umontpellier.fr;mathéo.denis@gmail.com;"11BIS Avenue de Fontès";"34720";Caux;France;"06.47.98.83.05";"06.92.83.78.28";domicile;false;164;2016;S;SVT/ISN;2016;15.965;16.0;;;"0061691F";Lycée Thierry Maulnier;Nice;"6"
191;Guilbert;Nicolas;M;1998-07-18;Montpellier;Hérault;France;nicolas.guilbert@etu.umontpellier.fr;nicolas.guilbert@gmail.com;"43 Rue de l'Amandier";"34000";Montpellier;France;"06.31.98.42.71";"06.06.10.04.20";domicile;false;133;2016;S;SVT/ISN;2016;12.055;13.76;;;"0341921D";Lycée Georges Pompidou;Castelnau-le-Lez;"34"
193;Boyer;Mathis;M;1997-04-17;Montpellier;Hérault;France;mathis.boyer@etu.umontpellier.fr;mathis.boyer@gmail.com;"41 Lotissement Le Ponant";"34140";Mèze;France;"06.24.60.85.14";"06.91.11.14.33";domicile;false;134;2016;S;;2015;;13.1;;;"0340042L";Lycée Jean Mermoz;Montpellier;"34"
230;Pages;Théo;M;;Montpellier;Hérault;France;théo.pages@etu.umontpellier.fr;théo.pages@gmail.com;"10 Rue des Andes";"34160";Restinclières;France;"06.42.37.43.48";"06.91.03.60.87";domicile;false;166;2015;;;;;;;;;;;
228;Rolland;Léon;M;;Montpellier;Hérault;France;léon.rolland@etu.umontpellier.fr;léon.rolland@gmail.com;"181 Rue des Chênes Verts";"34160";Boisseron;France;"06.77.78.72.55";"06.53.39.02.14";domicile;false;165;2015;;;;;;;;;;;
154;Geoffroy;Adrian;M;1998-12-11;Montpellier;Hérault;France;adrian.geoffroy@etu.umontpellier.fr;adrian.geoffroy@gmail.com;"250 Chemin du Moulin à Vent";"34560";Poussan;France;"06.80.17.34.65";"06.84.84.92.57";domicile;false;57;2016;S;;2015;;;;;;;;"34"
257;Blin;Grégory;M;;Montpellier;Hérault;France;grégory.blin@etu.umontpellier.fr;grégory.blin@gmail.com;"155 Chemin de la Sablière";"34800";Canet;France;"06.44.18.41.67";"06.65.31.08.31";domicile;false;177;2014;;;;;;;;;;;
259;Combe;Dylan;M;;Montpellier;Hérault;France;dylan.combe@etu.umontpellier.fr;dylan.combe@gmail.com;"12 Impasse Emmanuel Chabrier";"34970";Lattes;France;"06.16.19.67.44";"06.02.01.27.60";domicile;false;150;2015;;;;;;;;;;;
58;Benoit;Benjamin;M;;Montpellier;Hérault;France;benjamin.benoit@etu.umontpellier.fr;benjamin.benoit@gmail.com;"8B Rue des Trouyaux";"34560";Poussan;France;"06.25.30.96.27";"06.99.20.01.89";domicile;false;162;2015;;;;;;;;;;;
231;Chambon;Gabriel;M;;Montpellier;Hérault;France;gabriel.chambon@etu.umontpellier.fr;gabriel.chambon@gmail.com;"1 Impasse de la Chapelle";"34490";Causses-et-Veyran;France;"06.43.48.39.50";"06.40.63.28.54";domicile;false;167;2015;;;;;;;;;;;
308;Chambon;Guillaume;M;1999-03-08;Montpellier;Hérault;France;guillaume.chambon@etu.umontpellier.fr;guillaume.chambon@gmail.com;"678 Rue Bonadona";"34470";Pérols;France;"06.39.42.54.91";"06.95.22.69.83";domicile;true;170;2017;S;SVT/ISN;2017;16.0;13.73;16.0;9.0;"0340023R";Lycée Rene Gosse;Clermont-l'Hérault;"34"
